id,emotion,intensity,statement,repetition,actor,path
214,05,02,02,01,04,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_04\03-01-05-02-02-01-04.wav
215,05,02,02,02,04,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_04\03-01-05-02-02-02-04.wav
216,06,01,01,01,04,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_04\03-01-06-01-01-01-04.wav
217,06,01,01,02,04,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_04\03-01-06-01-01-02-04.wav
218,06,01,02,01,04,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_04\03-01-06-01-02-01-04.wav
219,06,01,02,02,04,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_04\03-01-06-01-02-02-04.wav
220,06,02,01,01,04,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_04\03-01-06-02-01-01-04.wav
221,06,02,01,02,04,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_04\03-01-06-02-01-02-04.wav
222,06,02,02,01,04,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_04\03-01-06-02-02-01-04.wav
223,06,02,02,02,04,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_04\03-01-06-02-02-02-04.wav
224,07,01,01,01,04,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_04\03-01-07-01-01-01-04.wav
225,07,01,01,02,04,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_04\03-01-07-01-01-02-04.wav
226,07,01,02,01,04,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_04\03-01-07-01-02-01-04.wav
227,07,01,02,02,04,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_04\03-01-07-01-02-02-04.wav
228,07,02,01,01,04,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_04\03-01-07-02-01-01-04.wav
229,07,02,01,02,04,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_04\03-01-07-02-01-02-04.wav
230,07,02,02,01,04,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_04\03-01-07-02-02-01-04.wav
231,07,02,02,02,04,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_04\03-01-07-02-02-02-04.wav
232,08,01,01,01,04,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_04\03-01-08-01-01-01-04.wav
233,08,01,01,02,04,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_04\03-01-08-01-01-02-04.wav
234,08,01,02,01,04,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_04\03-01-08-01-02-01-04.wav
235,08,01,02,02,04,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_04\03-01-08-01-02-02-04.wav
236,08,02,01,01,04,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_04\03-01-08-02-01-01-04.wav
237,08,02,01,02,04,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_04\03-01-08-02-01-02-04.wav
238,08,02,02,01,04,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_04\03-01-08-02-02-01-04.wav
239,08,02,02,02,04,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_04\03-01-08-02-02-02-04.wav
240,01,01,01,01,05,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_05\03-01-01-01-01-01-05.wav
241,01,01,01,02,05,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_05\03-01-01-01-01-02-05.wav
242,01,01,02,01,05,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_05\03-01-01-01-02-01-05.wav
243,01,01,02,02,05,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_05\03-01-01-01-02-02-05.wav
244,02,01,01,01,05,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_05\03-01-02-01-01-01-05.wav
245,02,01,01,02,05,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_05\03-01-02-01-01-02-05.wav
246,02,01,02,01,05,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_05\03-01-02-01-02-01-05.wav
247,02,01,02,02,05,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_05\03-01-02-01-02-02-05.wav
248,02,02,01,01,05,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_05\03-01-02-02-01-01-05.wav
249,02,02,01,02,05,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_05\03-01-02-02-01-02-05.wav
250,02,02,02,01,05,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_05\03-01-02-02-02-01-05.wav
251,02,02,02,02,05,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_05\03-01-02-02-02-02-05.wav
252,03,01,01,01,05,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_05\03-01-03-01-01-01-05.wav
253,03,01,01,02,05,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_05\03-01-03-01-01-02-05.wav
254,03,01,02,01,05,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_05\03-01-03-01-02-01-05.wav
255,03,01,02,02,05,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_05\03-01-03-01-02-02-05.wav
256,03,02,01,01,05,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_05\03-01-03-02-01-01-05.wav
257,03,02,01,02,05,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_05\03-01-03-02-01-02-05.wav
258,03,02,02,01,05,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_05\03-01-03-02-02-01-05.wav
259,03,02,02,02,05,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_05\03-01-03-02-02-02-05.wav
260,04,01,01,01,05,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_05\03-01-04-01-01-01-05.wav
261,04,01,01,02,05,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_05\03-01-04-01-01-02-05.wav
262,04,01,02,01,05,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_05\03-01-04-01-02-01-05.wav
263,04,01,02,02,05,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_05\03-01-04-01-02-02-05.wav
264,04,02,01,01,05,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_05\03-01-04-02-01-01-05.wav
265,04,02,01,02,05,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_05\03-01-04-02-01-02-05.wav
266,04,02,02,01,05,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_05\03-01-04-02-02-01-05.wav
267,04,02,02,02,05,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_05\03-01-04-02-02-02-05.wav
268,05,01,01,01,05,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_05\03-01-05-01-01-01-05.wav
269,05,01,01,02,05,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_05\03-01-05-01-01-02-05.wav
270,05,01,02,01,05,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_05\03-01-05-01-02-01-05.wav
271,05,01,02,02,05,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_05\03-01-05-01-02-02-05.wav
272,05,02,01,01,05,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_05\03-01-05-02-01-01-05.wav
273,05,02,01,02,05,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_05\03-01-05-02-01-02-05.wav
274,05,02,02,01,05,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_05\03-01-05-02-02-01-05.wav
275,05,02,02,02,05,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_05\03-01-05-02-02-02-05.wav
276,06,01,01,01,05,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_05\03-01-06-01-01-01-05.wav
277,06,01,01,02,05,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_05\03-01-06-01-01-02-05.wav
278,06,01,02,01,05,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_05\03-01-06-01-02-01-05.wav
279,06,01,02,02,05,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_05\03-01-06-01-02-02-05.wav
280,06,02,01,01,05,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_05\03-01-06-02-01-01-05.wav
281,06,02,01,02,05,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_05\03-01-06-02-01-02-05.wav
282,06,02,02,01,05,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_05\03-01-06-02-02-01-05.wav
283,06,02,02,02,05,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_05\03-01-06-02-02-02-05.wav
284,07,01,01,01,05,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_05\03-01-07-01-01-01-05.wav
285,07,01,01,02,05,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_05\03-01-07-01-01-02-05.wav
286,07,01,02,01,05,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_05\03-01-07-01-02-01-05.wav
287,07,01,02,02,05,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_05\03-01-07-01-02-02-05.wav
288,07,02,01,01,05,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_05\03-01-07-02-01-01-05.wav
289,07,02,01,02,05,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_05\03-01-07-02-01-02-05.wav
290,07,02,02,01,05,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_05\03-01-07-02-02-01-05.wav
291,07,02,02,02,05,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_05\03-01-07-02-02-02-05.wav
292,08,01,01,01,05,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_05\03-01-08-01-01-01-05.wav
293,08,01,01,02,05,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_05\03-01-08-01-01-02-05.wav
294,08,01,02,01,05,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_05\03-01-08-01-02-01-05.wav
295,08,01,02,02,05,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_05\03-01-08-01-02-02-05.wav
296,08,02,01,01,05,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_05\03-01-08-02-01-01-05.wav
297,08,02,01,02,05,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_05\03-01-08-02-01-02-05.wav
298,08,02,02,01,05,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_05\03-01-08-02-02-01-05.wav
299,08,02,02,02,05,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_05\03-01-08-02-02-02-05.wav
300,01,01,01,01,06,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_06\03-01-01-01-01-01-06.wav
301,01,01,01,02,06,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_06\03-01-01-01-01-02-06.wav
302,01,01,02,01,06,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_06\03-01-01-01-02-01-06.wav
303,01,01,02,02,06,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_06\03-01-01-01-02-02-06.wav
304,02,01,01,01,06,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_06\03-01-02-01-01-01-06.wav
305,02,01,01,02,06,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_06\03-01-02-01-01-02-06.wav
306,02,01,02,01,06,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_06\03-01-02-01-02-01-06.wav
307,02,01,02,02,06,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_06\03-01-02-01-02-02-06.wav
308,02,02,01,01,06,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_06\03-01-02-02-01-01-06.wav
309,02,02,01,02,06,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_06\03-01-02-02-01-02-06.wav
310,02,02,02,01,06,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_06\03-01-02-02-02-01-06.wav
311,02,02,02,02,06,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_06\03-01-02-02-02-02-06.wav
312,03,01,01,01,06,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_06\03-01-03-01-01-01-06.wav
313,03,01,01,02,06,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_06\03-01-03-01-01-02-06.wav
314,03,01,02,01,06,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_06\03-01-03-01-02-01-06.wav
315,03,01,02,02,06,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_06\03-01-03-01-02-02-06.wav
316,03,02,01,01,06,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_06\03-01-03-02-01-01-06.wav
317,03,02,01,02,06,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_06\03-01-03-02-01-02-06.wav
318,03,02,02,01,06,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_06\03-01-03-02-02-01-06.wav
319,03,02,02,02,06,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_06\03-01-03-02-02-02-06.wav
320,04,01,01,01,06,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_06\03-01-04-01-01-01-06.wav
321,04,01,01,02,06,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_06\03-01-04-01-01-02-06.wav
322,04,01,02,01,06,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_06\03-01-04-01-02-01-06.wav
323,04,01,02,02,06,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_06\03-01-04-01-02-02-06.wav
324,04,02,01,01,06,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_06\03-01-04-02-01-01-06.wav
325,04,02,01,02,06,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_06\03-01-04-02-01-02-06.wav
326,04,02,02,01,06,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_06\03-01-04-02-02-01-06.wav
327,04,02,02,02,06,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_06\03-01-04-02-02-02-06.wav
328,05,01,01,01,06,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_06\03-01-05-01-01-01-06.wav
329,05,01,01,02,06,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_06\03-01-05-01-01-02-06.wav
330,05,01,02,01,06,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_06\03-01-05-01-02-01-06.wav
331,05,01,02,02,06,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_06\03-01-05-01-02-02-06.wav
332,05,02,01,01,06,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_06\03-01-05-02-01-01-06.wav
333,05,02,01,02,06,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_06\03-01-05-02-01-02-06.wav
334,05,02,02,01,06,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_06\03-01-05-02-02-01-06.wav
335,05,02,02,02,06,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_06\03-01-05-02-02-02-06.wav
336,06,01,01,01,06,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_06\03-01-06-01-01-01-06.wav
337,06,01,01,02,06,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_06\03-01-06-01-01-02-06.wav
338,06,01,02,01,06,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_06\03-01-06-01-02-01-06.wav
339,06,01,02,02,06,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_06\03-01-06-01-02-02-06.wav
340,06,02,01,01,06,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_06\03-01-06-02-01-01-06.wav
341,06,02,01,02,06,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_06\03-01-06-02-01-02-06.wav
342,06,02,02,01,06,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_06\03-01-06-02-02-01-06.wav
343,06,02,02,02,06,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_06\03-01-06-02-02-02-06.wav
344,07,01,01,01,06,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_06\03-01-07-01-01-01-06.wav
345,07,01,01,02,06,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_06\03-01-07-01-01-02-06.wav
346,07,01,02,01,06,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_06\03-01-07-01-02-01-06.wav
347,07,01,02,02,06,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_06\03-01-07-01-02-02-06.wav
348,07,02,01,01,06,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_06\03-01-07-02-01-01-06.wav
349,07,02,01,02,06,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_06\03-01-07-02-01-02-06.wav
350,07,02,02,01,06,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_06\03-01-07-02-02-01-06.wav
351,07,02,02,02,06,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_06\03-01-07-02-02-02-06.wav
352,08,01,01,01,06,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_06\03-01-08-01-01-01-06.wav
353,08,01,01,02,06,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_06\03-01-08-01-01-02-06.wav
354,08,01,02,01,06,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_06\03-01-08-01-02-01-06.wav
355,08,01,02,02,06,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_06\03-01-08-01-02-02-06.wav
356,08,02,01,01,06,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_06\03-01-08-02-01-01-06.wav
357,08,02,01,02,06,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_06\03-01-08-02-01-02-06.wav
358,08,02,02,01,06,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_06\03-01-08-02-02-01-06.wav
359,08,02,02,02,06,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_06\03-01-08-02-02-02-06.wav
360,01,01,01,01,07,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_07\03-01-01-01-01-01-07.wav
361,01,01,01,02,07,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_07\03-01-01-01-01-02-07.wav
362,01,01,02,01,07,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_07\03-01-01-01-02-01-07.wav
363,01,01,02,02,07,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_07\03-01-01-01-02-02-07.wav
364,02,01,01,01,07,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_07\03-01-02-01-01-01-07.wav
365,02,01,01,02,07,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_07\03-01-02-01-01-02-07.wav
366,02,01,02,01,07,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_07\03-01-02-01-02-01-07.wav
367,02,01,02,02,07,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_07\03-01-02-01-02-02-07.wav
368,02,02,01,01,07,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_07\03-01-02-02-01-01-07.wav
369,02,02,01,02,07,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_07\03-01-02-02-01-02-07.wav
370,02,02,02,01,07,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_07\03-01-02-02-02-01-07.wav
371,02,02,02,02,07,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_07\03-01-02-02-02-02-07.wav
372,03,01,01,01,07,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_07\03-01-03-01-01-01-07.wav
373,03,01,01,02,07,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_07\03-01-03-01-01-02-07.wav
374,03,01,02,01,07,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_07\03-01-03-01-02-01-07.wav
375,03,01,02,02,07,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_07\03-01-03-01-02-02-07.wav
376,03,02,01,01,07,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_07\03-01-03-02-01-01-07.wav
377,03,02,01,02,07,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_07\03-01-03-02-01-02-07.wav
378,03,02,02,01,07,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_07\03-01-03-02-02-01-07.wav
379,03,02,02,02,07,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_07\03-01-03-02-02-02-07.wav
380,04,01,01,01,07,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_07\03-01-04-01-01-01-07.wav
381,04,01,01,02,07,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_07\03-01-04-01-01-02-07.wav
382,04,01,02,01,07,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_07\03-01-04-01-02-01-07.wav
383,04,01,02,02,07,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_07\03-01-04-01-02-02-07.wav
384,04,02,01,01,07,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_07\03-01-04-02-01-01-07.wav
385,04,02,01,02,07,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_07\03-01-04-02-01-02-07.wav
386,04,02,02,01,07,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_07\03-01-04-02-02-01-07.wav
387,04,02,02,02,07,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_07\03-01-04-02-02-02-07.wav
388,05,01,01,01,07,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_07\03-01-05-01-01-01-07.wav
389,05,01,01,02,07,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_07\03-01-05-01-01-02-07.wav
390,05,01,02,01,07,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_07\03-01-05-01-02-01-07.wav
391,05,01,02,02,07,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_07\03-01-05-01-02-02-07.wav
392,05,02,01,01,07,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_07\03-01-05-02-01-01-07.wav
393,05,02,01,02,07,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_07\03-01-05-02-01-02-07.wav
394,05,02,02,01,07,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_07\03-01-05-02-02-01-07.wav
395,05,02,02,02,07,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_07\03-01-05-02-02-02-07.wav
396,06,01,01,01,07,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_07\03-01-06-01-01-01-07.wav
397,06,01,01,02,07,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_07\03-01-06-01-01-02-07.wav
398,06,01,02,01,07,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_07\03-01-06-01-02-01-07.wav
399,06,01,02,02,07,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_07\03-01-06-01-02-02-07.wav
400,06,02,01,01,07,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_07\03-01-06-02-01-01-07.wav
401,06,02,01,02,07,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_07\03-01-06-02-01-02-07.wav
402,06,02,02,01,07,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_07\03-01-06-02-02-01-07.wav
403,06,02,02,02,07,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_07\03-01-06-02-02-02-07.wav
404,07,01,01,01,07,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_07\03-01-07-01-01-01-07.wav
405,07,01,01,02,07,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_07\03-01-07-01-01-02-07.wav
406,07,01,02,01,07,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_07\03-01-07-01-02-01-07.wav
407,07,01,02,02,07,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_07\03-01-07-01-02-02-07.wav
408,07,02,01,01,07,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_07\03-01-07-02-01-01-07.wav
409,07,02,01,02,07,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_07\03-01-07-02-01-02-07.wav
410,07,02,02,01,07,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_07\03-01-07-02-02-01-07.wav
411,07,02,02,02,07,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_07\03-01-07-02-02-02-07.wav
412,08,01,01,01,07,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_07\03-01-08-01-01-01-07.wav
413,08,01,01,02,07,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_07\03-01-08-01-01-02-07.wav
414,08,01,02,01,07,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_07\03-01-08-01-02-01-07.wav
415,08,01,02,02,07,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_07\03-01-08-01-02-02-07.wav
416,08,02,01,01,07,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_07\03-01-08-02-01-01-07.wav
417,08,02,01,02,07,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_07\03-01-08-02-01-02-07.wav
418,08,02,02,01,07,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_07\03-01-08-02-02-01-07.wav
419,08,02,02,02,07,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_07\03-01-08-02-02-02-07.wav
420,01,01,01,01,08,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_08\03-01-01-01-01-01-08.wav
421,01,01,01,02,08,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_08\03-01-01-01-01-02-08.wav
422,01,01,02,01,08,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_08\03-01-01-01-02-01-08.wav
423,01,01,02,02,08,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_08\03-01-01-01-02-02-08.wav
424,02,01,01,01,08,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_08\03-01-02-01-01-01-08.wav
425,02,01,01,02,08,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_08\03-01-02-01-01-02-08.wav
426,02,01,02,01,08,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_08\03-01-02-01-02-01-08.wav
427,02,01,02,02,08,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_08\03-01-02-01-02-02-08.wav
428,02,02,01,01,08,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_08\03-01-02-02-01-01-08.wav
